code,regency_code,name
13.06.10,1306,Palupuh
13.06.11,1306,Palembayan
13.06.12,1306,Sungai Pua
13.06.13,1306,Ampek Nagari
13.06.14,1306,Candung
13.06.15,1306,Kamang Magek
13.06.16,1306,Malalak
13.07.01,1307,Suliki
13.07.02,1307,Guguak
13.07.03,1307,Payakumbuh
13.07.04,1307,Luak
13.07.05,1307,Harau
13.07.06,1307,Pangkalan Koto Baru
13.07.07,1307,Kapur IX
13.07.08,1307,Gunuang Omeh
13.07.09,1307,Lareh Sago Halaban
13.07.10,1307,Situjuah Limo Nagari
13.07.11,1307,Mungka
13.07.12,1307,Bukik Barisan
13.07.13,1307,Akabiluru
13.08.04,1308,Bonjol
13.08.05,1308,Lubuk Sikaping
13.08.07,1308,Panti
13.08.08,1308,Mapat Tunggul
13.08.12,1308,Duo Koto
13.08.13,1308,Tigo Nagari
13.08.14,1308,Rao
13.08.15,1308,Mapat Tunggul Selatan
13.08.16,1308,Simpang Alahan Mati
13.08.17,1308,Padang Gelugur
13.08.18,1308,Rao Utara
13.08.19,1308,Rao Selatan
13.09.01,1309,Pagai Utara
13.09.02,1309,Sipora Selatan
13.09.03,1309,Siberut Selatan
13.09.04,1309,Siberut Utara
13.09.05,1309,Siberut Barat
13.09.06,1309,Siberut Barat Daya
13.09.07,1309,Siberut Tengah
13.09.08,1309,Sipora Utara
13.09.09,1309,Sikakap
13.09.10,1309,Pagai Selatan
13.10.01,1310,Koto Baru
13.10.02,1310,Pulau Punjung
13.10.03,1310,Sungai Rumbai
13.10.04,1310,Sitiung
13.10.05,1310,Sembilan Koto
13.10.06,1310,Timpeh
13.10.07,1310,Koto Salak
13.10.08,1310,Tiumang
13.10.09,1310,Padang Laweh
13.10.10,1310,Asam Jujuhan
13.10.11,1310,Koto Besar
13.11.01,1311,Sangir
13.11.02,1311,Sungai Pagu
13.11.03,1311,Koto Parik Gadang Diateh
13.11.04,1311,Sangir Jujuan
13.11.05,1311,Sangir Batang Hari
13.11.06,1311,Pauh Duo
13.11.07,1311,Sangir Balai Janggo
13.12.01,1312,Sungai Beremas
13.12.02,1312,Lembah Melintang
13.12.03,1312,Pasaman
13.12.04,1312,Talamau
13.12.05,1312,Kinali
13.12.06,1312,Gunung Tuleh
13.12.07,1312,Ranah Batahan
13.12.08,1312,Koto Balingka
13.12.09,1312,Sungai Aur
13.12.10,1312,Luhak Nan Duo
13.12.11,1312,Sasak Ranah Pasisie
13.71.01,1371,Padang Selatan
13.71.02,1371,Padang Timur
13.71.03,1371,Padang Barat
13.71.04,1371,Padang Utara
13.71.05,1371,Bungus Teluk Kabung
13.71.06,1371,Lubuk Begalung
13.71.07,1371,Lubuk Kilangan
13.71.08,1371,Pauh
13.71.09,1371,Kuranji
13.71.10,1371,Nanggalo
13.71.11,1371,Koto Tangah
13.72.01,1372,Lubuk Sikarah
13.72.02,1372,Tanjung Harapan
13.73.01,1373,Lembah Segar
13.73.02,1373,Barangin
13.73.03,1373,Silungkang
13.73.04,1373,Talawi
13.74.01,1374,Padang Panjang Timur
13.74.02,1374,Padang Panjang Barat
13.75.01,1375,Guguak Panjang
13.75.02,1375,Mandiangin Koto Selayan
13.75.03,1375,Aur Birugo Tigo Baleh
13.76.01,1376,Payakumbuh Barat
13.76.02,1376,Payakumbuh Utara
13.76.03,1376,Payakumbuh Timur
13.76.04,1376,Lamposi Tigo Nagori
13.76.05,1376,Payakumbuh Selatan
13.77.01,1377,Pariaman Tengah
13.77.02,1377,Pariaman Utara
13.77.03,1377,Pariaman Selatan
13.77.04,1377,Pariaman Timur
14.01.01,1401,Bangkinang Kota
14.01.02,1401,Kampar
14.01.03,1401,Tambang
14.01.04,1401,XIII Koto Kampar
14.01.05,1401,Kuok
14.01.06,1401,Siak Hulu
14.01.07,1401,Kampar Kiri
14.01.08,1401,Kampar Kiri Hilir
14.01.09,1401,Kampar Kiri Hulu
14.01.10,1401,Tapung
14.01.11,1401,Tapung Hilir
14.01.12,1401,Tapung Hulu
14.01.13,1401,Salo
14.01.14,1401,Rumbio Jaya
14.01.15,1401,Bangkinang
14.01.16,1401,Perhentian Raja
14.01.17,1401,Kampa
14.01.18,1401,Kampar Utara
14.01.19,1401,Kampar Kiri Tengah
14.01.20,1401,Gunung Sahilan
14.01.21,1401,Koto Kampar Hulu
14.02.01,1402,Rengat
14.02.02,1402,Rengat Barat
14.02.03,1402,Kelayang
14.02.04,1402,Pasir Penyu
14.02.05,1402,Peranap
14.02.06,1402,Siberida
14.02.07,1402,Batang Cenaku
14.02.08,1402,Batang Gangsal
14.02.09,1402,Lirik
14.02.10,1402,Kuala Cenaku
14.02.11,1402,Sungai Lala
14.02.12,1402,Lubuk Batu Jaya
14.02.13,1402,Rakit Kulim
14.02.14,1402,Batang Peranap
14.03.01,1403,Bengkalis
14.03.02,1403,Bantan
14.03.03,1403,Bukit Batu
14.03.09,1403,Mandau
14.03.10,1403,Rupat
14.03.11,1403,Rupat Utara
14.03.12,1403,Siak Kecil
14.03.13,1403,Pinggir
14.03.14,1403,Bandar Laksamana
14.03.15,1403,Talang Muandau
14.03.16,1403,Bathin Solapan
14.04.01,1404,Reteh
14.04.02,1404,Enok
14.04.03,1404,Kuala Indragiri
14.04.04,1404,Tembilahan
14.04.05,1404,Tempuling
14.04.06,1404,Gaung Anak Serka
14.04.07,1404,Mandah
14.04.08,1404,Kateman
14.04.09,1404,Keritang
14.04.10,1404,Tanah Merah
14.04.11,1404,Batang Tuaka
14.04.12,1404,Gaung
14.04.13,1404,Tembilahan Hulu
14.04.14,1404,Kemuning
14.04.15,1404,Pelangiran
14.04.16,1404,Teluk Belengkong
14.04.17,1404,Pulau Burung
14.04.18,1404,Concong
14.04.19,1404,Kempas
14.04.20,1404,Sungai Batang
14.05.01,1405,Ukui
14.05.02,1405,Pangkalan Kerinci
14.05.03,1405,Pangkalan Kuras
14.05.04,1405,Pangkalan Lesung
14.05.05,1405,Langgam
14.05.06,1405,Pelalawan
14.05.07,1405,Kerumutan
14.05.08,1405,Bunut
14.05.09,1405,Teluk Meranti
14.05.10,1405,Kuala Kampar
14.05.11,1405,Bandar Sei Kijang
14.05.12,1405,Bandar Petalangan
14.06.01,1406,Ujung Batu
14.06.02,1406,Rokan IV Koto
14.06.03,1406,Rambah
14.06.04,1406,Tambusai
14.06.05,1406,Kepenuhan
14.06.06,1406,Kunto Darussalam
14.06.07,1406,Rambah Samo
14.06.08,1406,Rambah Hilir
14.06.09,1406,Tambusai Utara
14.06.10,1406,Bangun Purba
14.06.11,1406,Tandun
14.06.12,1406,Kabun
14.06.13,1406,Bonai Darussalam
14.06.14,1406,Pagaran Tapah Darussalam
14.06.15,1406,Kepenuhan Hulu
14.06.16,1406,Pendalian IV Koto
14.07.01,1407,Kubu
14.07.02,1407,Bangko
14.07.03,1407,Tanah Putih
14.07.04,1407,Rimba Melintang
14.07.05,1407,Bagansinembah
14.07.06,1407,Pasir Limau Kapas
14.07.07,1407,Sinaboi
14.07.08,1407,Pujud
14.07.09,1407,Tanah Putih Tanjung Melawan
14.07.10,1407,Bangko Pusako
14.07.11,1407,Simpang Kanan
14.07.12,1407,Batu Hampar
14.07.13,1407,Rantau Kopar
14.07.14,1407,Pekaitan
14.07.15,1407,Kubu Babussalam
14.07.16,1407,Tanjung Medan
14.07.17,1407,Bagan Sinembah Raya
14.07.18,1407,Balai Jaya
14.08.01,1408,Siak
14.08.02,1408,Sungai Apit
14.08.03,1408,Minas
14.08.04,1408,Tualang
14.08.05,1408,Sungai Mandau
14.08.06,1408,Dayun
14.08.07,1408,Kerinci Kanan
14.08.08,1408,Bunga Raya
14.08.09,1408,Koto Gasib
14.08.10,1408,Kandis
14.08.11,1408,Lubuk Dalam
14.08.12,1408,Sabak Auh
14.08.13,1408,Mempura
14.08.14,1408,Pusako
14.09.01,1409,Kuantan Mudik
14.09.02,1409,Kuantan Tengah
14.09.03,1409,Singingi
14.09.04,1409,Kuantan Hilir
14.09.05,1409,Cerenti
14.09.06,1409,Benai
14.09.07,1409,Gunungtoar
14.09.08,1409,Singingi Hilir
14.09.09,1409,Pangean
14.09.10,1409,Logas Tanah Darat
14.09.11,1409,Inuman
14.09.12,1409,Hulu Kuantan
14.09.13,1409,Kuantan Hilir Seberang
14.09.14,1409,Sentajo Raya
14.09.15,1409,Pucuk Rantau
14.10.01,1410,Tebing Tinggi
14.10.02,1410,Rangsang Barat
14.10.03,1410,Rangsang
14.10.04,1410,Tebing Tinggi Barat
14.10.05,1410,Merbau
14.10.06,1410,Pulaumerbau
14.10.07,1410,Tebing Tinggi Timur
14.10.08,1410,Tasik Putri Puyu
14.10.09,1410,Rangsang Pesisir
14.71.01,1471,Sukajadi
14.71.02,1471,Pekanbaru Kota
14.71.03,1471,Sail
14.71.04,1471,Lima Puluh
14.71.05,1471,Senapelan
14.71.06,1471,Rumbai Barat
14.71.07,1471,Bukit Raya
14.71.08,1471,Binawidya
14.71.09,1471,Marpoyan Damai
14.71.10,1471,Tenayan Raya
14.71.11,1471,Payung Sekaki
14.71.12,1471,Rumbai
14.71.13,1471,Tuahmadani
14.71.14,1471,Kulim
14.71.15,1471,Rumbai Timur
14.72.01,1472,Dumai Barat
14.72.02,1472,Dumai Timur
14.72.03,1472,Bukit Kapur
14.72.04,1472,Sungai Sembilan
14.72.05,1472,Medang Kampai
14.72.06,1472,Dumai Kota
14.72.07,1472,Dumai Selatan
15.01.01,1501,Gunung Raya
15.01.02,1501,Danau Kerinci
15.01.04,1501,Sitinjau Laut
15.01.05,1501,Air Hangat
15.01.06,1501,Gunung Kerinci
15.01.07,1501,Batang Merangin
15.01.08,1501,Keliling Danau
15.01.09,1501,Kayu Aro
15.01.11,1501,Air Hangat Timur
15.01.15,1501,Gunung Tujuh
15.01.16,1501,Siulak
15.01.17,1501,Depati Tujuh
15.01.18,1501,Siulak Mukai
15.01.19,1501,Kayu Aro Barat
15.01.20,1501,Bukitkerman
15.01.21,1501,Air Hangat Barat
15.01.22,1501,Tanah Cogok
15.01.23,1501,Danau Kerinci Barat
15.02.01,1502,Jangkat
15.02.02,1502,Bangko
15.02.03,1502,Muara Siau
15.02.04,1502,Sungai Manau
15.02.05,1502,Tabir
15.02.06,1502,Pamenang
15.02.07,1502,Tabir Ulu
15.02.08,1502,Tabir Selatan
15.02.09,1502,Lembah Masurai
15.02.10,1502,Bangko Barat
15.02.11,1502,Nalo Tantan
15.02.12,1502,Batang Masumai
15.02.13,1502,Pamenang Barat
15.02.14,1502,Tabir Ilir
15.02.15,1502,Tabir Timur
15.02.16,1502,Renah Pembarap
15.02.17,1502,Pangkalan Jambu
15.02.18,1502,Jangkat Timur
15.02.19,1502,Renah Pamenang
15.02.20,1502,Pamenang Selatan
15.02.21,1502,Margo Tabir
15.02.22,1502,Tabir Lintas
15.02.23,1502,Tabir Barat
15.02.24,1502,Tiang Pumpung
15.03.01,1503,Batang Asai
15.03.02,1503,Limun
15.03.03,1503,Sarolangun
15.03.04,1503,Pauh
15.03.05,1503,Pelawan
15.03.06,1503,Mandiangin
15.03.07,1503,Air Hitam
15.03.08,1503,Bathin VIII
15.03.09,1503,Singkut
15.03.10,1503,Cermin Nan Gedang
15.03.11,1503,Mandiangin Timur
15.04.01,1504,Mersam
15.04.02,1504,Muara Tembesi
15.04.03,1504,Muara Bulian
15.04.04,1504,Batin XXIV
15.04.05,1504,Pemayung
15.04.06,1504,Maro Sebo Ulu
15.04.07,1504,Bajubang
15.04.08,1504,Maro Sebo Ilir
15.05.01,1505,Jambi Luar Kota
15.05.02,1505,Sekernan
15.05.03,1505,Kumpeh
15.05.04,1505,Maro Sebo
15.05.05,1505,Mestong
15.05.06,1505,Kumpeh Ulu
15.05.07,1505,Sungai Bahar
15.05.08,1505,Sungai Gelam
15.05.09,1505,Bahar Utara
15.05.10,1505,Bahar Selatan
15.05.11,1505,Taman Rajo
15.06.01,1506,Tungkal Ulu
15.06.02,1506,Tungkal Ilir
15.06.03,1506,Pengabuan
15.06.04,1506,Betara
15.06.05,1506,Merlung
15.06.06,1506,Tebing Tinggi
15.06.07,1506,Batang Asam
15.06.08,1506,Renah Mendaluh
15.06.09,1506,Muara Papalik
15.06.10,1506,Seberang Kota
15.06.11,1506,Bram Itam
15.06.12,1506,Kuala Betara
15.06.13,1506,Senyerang
15.07.01,1507,Muara Sabak Timur
15.07.02,1507,Nipah Panjang
15.07.03,1507,Mendahara
15.07.04,1507,Rantau Rasau
15.07.05,1507,Sadu
15.07.06,1507,Dendang
15.07.07,1507,Muara Sabak Barat
15.07.08,1507,Kuala Jambi
15.07.09,1507,Mendahara Ulu
15.07.10,1507,Geragai
15.07.11,1507,Berbak
15.08.01,1508,Tanah Tumbuh
15.08.02,1508,Rantau Pandan
15.08.03,1508,Pasar Muaro Bungo
15.08.04,1508,Jujuhan
15.08.05,1508,Tanah Sepenggal
15.08.06,1508,Pelepat
15.08.07,1508,Limbur Lubuk Mengkuang
15.08.08,1508,Muko-muko Bathin VII
15.08.09,1508,Pelepat Ilir
15.08.10,1508,Batin II Babeko
15.08.11,1508,Bathin III
15.08.12,1508,Bungo Dani
15.08.13,1508,Rimbo Tengah
15.08.14,1508,Bathin III Ulu
15.08.15,1508,Bathin II Pelayang
15.08.16,1508,Jujuhan Ilir
15.08.17,1508,Tanah Sepenggal Lintas
15.09.01,1509,Tebo Tengah
15.09.02,1509,Tebo Ilir
15.09.03,1509,Tebo Ulu
15.09.04,1509,Rimbo Bujang
15.09.05,1509,Sumay
15.09.06,1509,VII Koto
15.09.07,1509,Rimbo Ulu
15.09.08,1509,Rimbo Ilir
15.09.09,1509,Tengah Ilir
15.09.10,1509,Serai Serumpun
15.09.11,1509,VII Koto Ilir
15.09.12,1509,Muara Tabir
15.71.01,1571,Telanaipura
15.71.02,1571,Jambi Selatan
15.71.03,1571,Jambi Timur
15.71.04,1571,Pasar Jambi
15.71.05,1571,Pelayangan
15.71.06,1571,Danau Teluk
15.71.07,1571,Kota Baru
15.71.08,1571,Jelutung
15.71.09,1571,Alam Barajo
15.71.10,1571,Danau Sipin
15.71.11,1571,Paal Merah
15.72.01,1572,Sungai Penuh
15.72.02,1572,Pesisir Bukit
15.72.03,1572,Hamparan Rawang
15.72.04,1572,Tanah Kampung
15.72.05,1572,Kumun Debai
15.72.06,1572,Pondok Tinggi
15.72.07,1572,Koto Baru
15.72.08,1572,Sungai Bungkal
16.01.07,1601,Sosoh Buay Rayap
16.01.08,1601,Pengandonan
16.01.09,1601,Peninjauan
16.01.13,1601,Baturaja Barat
16.01.14,1601,Baturaja Timur
16.01.20,1601,Ulu Ogan
16.01.21,1601,Semidang Aji
16.01.22,1601,Lubuk Batang
16.01.28,1601,Lengkiti
16.01.29,1601,Sinar Peninjauan
16.01.30,1601,Lubuk Raja
16.01.31,1601,Muara Jaya
16.01.32,1601,Kedaton Peninjauan Raya
16.02.02,1602,Tanjung Lubuk
16.02.03,1602,Pedamaran
16.02.04,1602,Mesuji
16.02.05,1602,Kayu Agung
16.02.08,1602,Sirah Pulau Padang
16.02.11,1602,Tulung Selapan
16.02.12,1602,Pampangan
16.02.13,1602,Lempuing
16.02.14,1602,Air Sugihan
16.02.15,1602,Sungai Menang
16.02.17,1602,Jejawi
16.02.18,1602,Cengal
16.02.19,1602,Pangkalan Lampam
16.02.20,1602,Mesuji Makmur
16.02.21,1602,Mesuji Raya
16.02.22,1602,Lempuing Jaya
16.02.23,1602,Teluk Gelam
16.02.24,1602,Pedamaran Timur
16.03.01,1603,Tanjung Agung
16.03.02,1603,Muara Enim
16.03.03,1603,Rambang Niru
16.03.04,1603,Gunung Megang
16.03.06,1603,Gelumbang
16.03.07,1603,Lawang Kidul
16.03.08,1603,Semende Darat Laut
16.03.09,1603,Semende Darat Tengah
16.03.10,1603,Semende Darat Ulu
16.03.11,1603,Ujan Mas
16.03.14,1603,Lubai
16.03.15,1603,Rambang
16.03.16,1603,Sungai Rotan
16.03.17,1603,Lembak
16.03.19,1603,Benakat
16.03.21,1603,Kelekar
16.03.22,1603,Muara Belida
16.03.23,1603,Belimbing
16.03.24,1603,Belida Darat
16.03.25,1603,Lubai Ulu
16.03.26,1603,Empat Petulai Dangku
16.03.27,1603,Panang Enim
16.04.01,1604,Tanjungsakti Pumu
16.04.06,1604,Jarai
16.04.07,1604,Kota Agung
16.04.08,1604,Pulaupinang
16.04.09,1604,Merapi Barat
16.04.10,1604,Lahat
16.04.12,1604,Pajar Bulan
16.04.15,1604,Mulak Ulu
16.04.16,1604,Kikim Selatan
16.04.17,1604,Kikim Timur
16.04.18,1604,Kikim Tengah
16.04.19,1604,Kikim Barat
16.04.20,1604,Pseksu
16.04.21,1604,Gumay Talang
16.04.22,1604,Pagar Gunung
16.04.23,1604,Merapi Timur
16.04.24,1604,Tanjung Sakti Pumi
16.04.25,1604,Gumay Ulu
16.04.26,1604,Merapi Selatan
16.04.27,1604,Tanjungtebat
16.04.28,1604,Muarapayang
16.04.29,1604,Sukamerindu
16.04.30,1604,Mulak Sebingkai
16.04.31,1604,Lahat Selatan
16.05.01,1605,Tugumulyo
16.05.02,1605,Muara Lakitan
16.05.03,1605,Muara Kelingi
16.05.08,1605,Jayaloka
16.05.09,1605,Muara Beliti
16.05.10,1605,STL Ulu Terawas
16.05.11,1605,Selangit
16.05.12,1605,Megang Sakti
16.05.13,1605,Purwodadi
16.05.14,1605,BTS. Ulu
16.05.18,1605,Tiang Pumpung Kepungut
16.05.19,1605,Sumber Harta
16.05.20,1605,Tuah Negeri
16.05.21,1605,Suka Karya
16.06.01,1606,Sekayu
16.06.02,1606,Lais
16.06.03,1606,Sungai Keruh
16.06.04,1606,Batang Hari Leko
16.06.05,1606,Sanga Desa
16.06.06,1606,Babat Toman
16.06.07,1606,Sungai Lilin
16.06.08,1606,Keluang
16.06.09,1606,Bayung Lencir
16.06.10,1606,Plakat Tinggi
16.06.11,1606,Lalan
16.06.12,1606,Tungkal Jaya
16.06.13,1606,Lawang Wetan
16.06.14,1606,Babat Supat
16.06.15,1606,Jirak Jaya
16.07.01,1607,Banyuasin I
16.07.02,1607,Banyuasin II
16.07.03,1607,Banyuasin III
16.07.04,1607,Pulau Rimau
16.07.05,1607,Betung
16.07.06,1607,Rambutan
16.07.07,1607,Muara Padang
16.07.08,1607,Muara Telang
16.07.09,1607,Makarti Jaya
16.07.10,1607,Talang Kelapa
16.07.11,1607,Rantau Bayur
16.07.12,1607,Tanjung Lago
16.07.13,1607,Muara Sugihan
16.07.14,1607,Air Salek
16.07.15,1607,Tungkal Ilir
16.07.16,1607,Suak Tapeh
16.07.17,1607,Sembawa
16.07.18,1607,Sumber Marga Telang
16.07.19,1607,Air Kumbang
16.07.20,1607,Karang Agung Ilir
16.07.21,1607,Selat Penuguan
16.08.01,1608,Martapura
16.08.02,1608,Buay Madang
16.08.03,1608,Belitang
16.08.04,1608,Cempaka
16.08.05,1608,Buay Pemuka Peliung
16.08.06,1608,Madang Suku II
16.08.07,1608,Madang Suku I
16.08.08,1608,Semendawai Suku III
16.08.09,1608,Belitang II
16.08.10,1608,Belitang III
16.08.11,1608,Bunga Mayang
16.08.12,1608,Buay Madang Timur
16.08.13,1608,Madang Suku III
16.08.14,1608,Semendawai Barat
16.08.15,1608,Semendawai Timur
16.08.16,1608,Jayapura
16.08.17,1608,Belitang Jaya
16.08.18,1608,Belitang Madang Raya
16.08.19,1608,Belitang Mulya
16.08.20,1608,Buay Pemuka Bangsa Raja
16.09.01,1609,Muara Dua
16.09.02,1609,Pulau Beringin
16.09.03,1609,Banding Agung
16.09.04,1609,Muara Dua Kisam
16.09.05,1609,Simpang
16.09.06,1609,Buay Sandang Aji
16.09.07,1609,Buay Runjung
16.09.08,1609,Mekakau Ilir
16.09.09,1609,Buay Pemaca
16.09.10,1609,Kisam Tinggi
16.09.11,1609,Kisam Ilir
16.09.12,1609,Buay Pematang Ribu Ranau Tengah
16.09.13,1609,Warkuk Ranau Selatan
16.09.14,1609,Runjung Agung
16.09.15,1609,Sungai Are
16.09.16,1609,Sindang Danau
16.09.17,1609,Buana Pemaca
16.09.18,1609,Tiga Dihaji
16.09.19,1609,Buay Rawan
16.10.01,1610,Muara Kuang
16.10.02,1610,Tanjung Batu
16.10.03,1610,Tanjung Raja
16.10.04,1610,Indralaya
16.10.05,1610,Pemulutan
16.10.06,1610,Rantau Alai
16.10.07,1610,Indralaya Utara
16.10.08,1610,Indralaya Selatan
16.10.09,1610,Pemulutan Selatan
16.10.10,1610,Pemulutan Barat
16.10.11,1610,Rantau Panjang
16.10.12,1610,Sungai Pinang
16.10.13,1610,Kandis
16.10.14,1610,Rambang Kuang
16.10.15,1610,Lubuk Keliat
16.10.16,1610,Payaraman
16.11.01,1611,Muara Pinang
16.11.02,1611,Pendopo
16.11.03,1611,Ulu Musi
16.11.04,1611,Tebing Tinggi
16.11.05,1611,Lintang Kanan
16.11.06,1611,Talang Padang
16.11.07,1611,Pasemah Air Keruh
16.11.08,1611,Sikap Dalam
16.11.09,1611,Saling
16.11.10,1611,Pendopo Barat
16.12.01,1612,Talang Ubi
16.12.02,1612,Penukal Utara
16.12.03,1612,Penukal
16.12.04,1612,Abab
16.12.05,1612,Tanah Abang
16.13.01,1613,Rupit
16.13.02,1613,Rawas Ulu
16.13.03,1613,Nibung
16.13.04,1613,Rawas Ilir
16.13.05,1613,Karang Dapo
16.13.06,1613,Karang Jaya
16.13.07,1613,Ulu Rawas
16.71.01,1671,Ilir Barat Dua
16.71.02,1671,Seberang Ulu Satu
16.71.03,1671,Seberang Ulu Dua
16.71.04,1671,Ilir Barat Satu
16.71.05,1671,Ilir Timur Satu
16.71.06,1671,Ilir Timur Dua
16.71.07,1671,Sukarami
16.71.08,1671,Sako
16.71.09,1671,Kemuning
16.71.10,1671,Kalidoni
16.71.11,1671,Bukitkecil
16.71.12,1671,Gandus
16.71.13,1671,Kertapati
16.71.14,1671,Plaju
16.71.15,1671,Alang-alang Lebar
16.71.16,1671,Sematangborang
16.71.17,1671,Jakabaring
16.71.18,1671,Ilir Timur Tiga
16.72.01,1672,Pagar Alam Utara
16.72.02,1672,Pagar Alam Selatan
16.72.03,1672,Dempo Utara
16.72.04,1672,Dempo Selatan
16.72.05,1672,Dempo Tengah
16.73.01,1673,Lubuk Linggau Timur I
16.73.02,1673,Lubuk Linggau Barat I
16.73.03,1673,Lubuk Linggau Selatan I
16.73.04,1673,Lubuk Linggau Utara I
16.73.05,1673,Lubuk Linggau Timur II
16.73.06,1673,Lubuk Linggau Barat II
16.73.07,1673,Lubuk Linggau Selatan II
16.73.08,1673,Lubuk Linggau Utara II
16.74.01,1674,Prabumulih Barat
16.74.02,1674,Prabumulih Timur
16.74.03,1674,Cambai
16.74.04,1674,Rambang Kapak Tengah
16.74.05,1674,Prabumulih Utara
16.74.06,1674,Prabumulih Selatan
17.01.01,1701,Kedurang
17.01.02,1701,Seginim
17.01.03,1701,Pino
17.01.04,1701,Manna
17.01.05,1701,Kota Manna
17.01.06,1701,Pino Raya
17.01.07,1701,Kedurang Ilir
17.01.08,1701,Air Nipis
17.01.09,1701,Ulu Manna
17.01.10,1701,Bunga Mas
17.01.11,1701,Pasar Manna
17.02.06,1702,Kota Padang
17.02.07,1702,Padang Ulak Tanding
17.02.08,1702,Sindang Kelingi
17.02.09,1702,Curup
17.02.10,1702,Bermani Ulu
17.02.11,1702,Selupu Rejang
17.02.16,1702,Curup Utara
17.02.17,1702,Curup Timur
17.02.18,1702,Curup Selatan
17.02.19,1702,Curup Tengah
17.02.20,1702,Binduriang
17.02.21,1702,Sindang Beliti Ulu
17.02.22,1702,Sindang Dataran
17.02.23,1702,Sindang Beliti Ilir
17.02.24,1702,Bermani Ulu Raya
17.03.01,1703,Enggano
17.03.06,1703,Kerkap
17.03.07,1703,Kota Arga Makmur
17.03.08,1703,Giri Mulya
17.03.09,1703,Padang Jaya
17.03.10,1703,Lais
17.03.11,1703,Batik Nau
17.03.12,1703,Ketahun
17.03.13,1703,Napal Putih
17.03.14,1703,Putri Hijau
17.03.15,1703,Air Besi
17.03.16,1703,Air Napal
17.03.19,1703,Hulu Palik
17.03.20,1703,Air Padang
17.03.21,1703,Arma Jaya
17.03.22,1703,Tanjung Agung Palik
17.03.23,1703,Ulok Kupai
17.03.24,1703,Pinang Raya
17.03.25,1703,Marga Sakti Sebelat
17.04.01,1704,Kinal
17.04.02,1704,Tanjung Kemuning
17.04.03,1704,Kaur Utara
17.04.04,1704,Kaur Tengah
17.04.05,1704,Kaur Selatan
17.04.06,1704,Maje
17.04.07,1704,Nasal
17.04.08,1704,Semidang Gumay
17.04.09,1704,Kelam Tengah
17.04.10,1704,Luas
17.04.11,1704,Muara Sahung
17.04.12,1704,Tetap
17.04.13,1704,Lungkang Kule
17.04.14,1704,Padang Guci Hilir
17.04.15,1704,Padang Guci Hulu
17.05.01,1705,Sukaraja
17.05.02,1705,Seluma
17.05.03,1705,Talo
17.05.04,1705,Semidang Alas
17.05.05,1705,Semidang Alas Maras
17.05.06,1705,Air Periukan
17.05.07,1705,Lubuk Sandi
17.05.08,1705,Seluma Barat
17.05.09,1705,Seluma Timur
17.05.10,1705,Seluma Utara
17.05.11,1705,Seluma Selatan
17.05.12,1705,Talo Kecil
17.05.13,1705,Ulu Talo
17.05.14,1705,Ilir Talo
17.06.01,1706,Lubuk Pinang
17.06.02,1706,Kota Mukomuko
17.06.03,1706,Teras Terunjam
17.06.04,1706,Pondok Suguh
17.06.05,1706,Ipuh
17.06.06,1706,Malin Deman
17.06.07,1706,Air Rami
17.06.08,1706,Teramang Jaya
17.06.09,1706,Selagan Raya
17.06.10,1706,Penarik
17.06.11,1706,XIV Koto
17.06.12,1706,V Koto
17.06.13,1706,Air Majunto
17.06.14,1706,Air Dikit
17.06.15,1706,Sungai Rumbai
17.07.01,1707,Lebong Utara
17.07.02,1707,Lebong Atas
17.07.03,1707,Lebong Tengah
17.07.04,1707,Lebong Selatan
17.07.05,1707,Rimbo Pengadang
17.07.06,1707,Topos
17.07.07,1707,Bingin Kuning
17.07.08,1707,Lebong Sakti
17.07.09,1707,Tubei
17.07.10,1707,Amen
17.07.11,1707,Uram Jaya
17.07.12,1707,Pinang Belapis
17.08.01,1708,Bermani Ilir
17.08.02,1708,Ujan Mas
17.08.03,1708,Tebat Karai
17.08.04,1708,Kepahiang
17.08.05,1708,Merigi
17.08.06,1708,Kebawetan
17.08.07,1708,Seberang Musi
17.08.08,1708,Muara Kemumu
17.09.01,1709,Karang Tinggi
17.09.02,1709,Talang Empat
17.09.03,1709,Pondok Kelapa
17.09.04,1709,Pematang Tiga
17.09.05,1709,Pagar Jati
17.09.06,1709,Taba Penanjung
17.09.07,1709,Merigi Kelindang
17.09.08,1709,Merigi Sakti
17.09.09,1709,Pondok Kubang
17.09.10,1709,Bang Haji
17.09.11,1709,Semidang Lagan
17.71.01,1771,Selebar
17.71.02,1771,Gading Cempaka
17.71.03,1771,Teluk Segara
17.71.04,1771,Muara Bangka Hulu
17.71.05,1771,Kampung Melayu
17.71.06,1771,Ratu Agung
17.71.07,1771,Ratu Samban
17.71.08,1771,Sungai Serut
17.71.09,1771,Singaran Pati
18.01.04,1801,Natar
18.01.05,1801,Tanjung Bintang
18.01.06,1801,Kalianda
18.01.07,1801,Sidomulyo
18.01.08,1801,Katibung
18.01.09,1801,Penengahan
18.01.10,1801,Palas
18.01.13,1801,Jati Agung
18.01.14,1801,Ketapang
18.01.15,1801,Sragi
18.01.16,1801,Raja Basa
18.01.17,1801,Candipuro
18.01.18,1801,Merbau Mataram
18.01.21,1801,Bakauheni
18.01.22,1801,Tanjung Sari
18.01.23,1801,Way Sulan
18.01.24,1801,Way Panji
18.02.01,1802,Kalirejo
18.02.02,1802,Bangun Rejo
